full_name,position_short_name,org_name,org_country
Kanako Harada,"Associate Professor, University of Tokyo, Japan",The University of Tokyo,Japan
Shoji Takeuchi,"Professor and Director, Center for International Research on Integrative Biomedical Systems, Institute of Industrial Science, University of Tokyo, Japan",The University of Tokyo,Japan
Yuki Hasegawa,"Managing Editor, Japan News, Yomiuri Shimbun, Japan",The Yomiuri Shimbun,Japan
Akira Sakano,"Chair of the Board of Directors, Zero Waste Academy, Japan",Zero Waste Academy,Japan
Ayman Al Safadi,Minister of Foreign Affairs and Expatriates of the Hashemite Kingdom of Jordan,Ministry of Foreign Affairs and Expatriates of Jordan,Jordan
Muhannad Shehadeh,Minister of Investment Affairs of the Hashemite Kingdom of Jordan,Ministry of Investment Affairs of Jordan,Jordan
H.M. Queen Rania Al Abdullah,Queen of the Hashemite Kingdom of Jordan,Office of Her Majesty Queen Rania Al Abdullah,Jordan
Mary Kawar,Minister of Planning and International Cooperation of Jordan,Office of the Prime Minister of Jordan,Jordan
Crown Prince Al Hussein bin Abdullah II,Crown Prince of the Hashemite Kingdom of Jordan,The Royal Hashemite Court,Jordan
H.M. King Abdullah II bin Al Hussein,King of the Hashemite Kingdom of Jordan,The Royal Hashemite Court,Jordan
Timur Suleimenov,Minister of National Economy of Kazakhstan,Ministry of National Economy of Kazakhstan,Kazakhstan
Erbolat Dossaev,Deputy Prime Minister of the Republic of Kazakhstan,Office of the Prime Minister of Kazakhstan,Kazakhstan
Agnes Matilda Kalibata,"President, Alliance for a Green Revolution in Africa (AGRA), Kenya",Alliance for a Green Revolution in Africa ,Kenya
Patrick Njoroge,Governor of the Central Bank of Kenya,Central Bank of Kenya,Kenya
Mohammed Hassan Mohamud,"Zonal Chairman, Kakuma, Kenya",Kakuma Refugee Camp,Kenya
Katie Hill,"Global Director, Power Management and Strategic Initiatives, Liquid Telecom, Kenya",Liquid Telecom,Kenya
Peter Munya,"Cabinet Secretary for Trade, Industry and Cooperatives of Kenya","Ministry of Trade, Industry and Cooperatives of Kenya",Kenya
Kanini Mutooni,"Member of the Board, Global Innovation Fund, USAID East Africa Trade and Investment Hub, Kenya",USAID East Africa Trade and Investment Hub,Kenya
Hashim Thaci,"President of Kosovo (This designation is without prejudice to positions on status, and is in line with United Nations Security Council resolution 1244 (1999) and the International Court of Justice Opinion on the Kosovo declaration of independence)",Office of the President of Kosovo,Kosovo
Nayef Al Hajraf,Minister of Finance of Kuwait,Ministry of Finance of Kuwait,Kuwait
Ali Hamadé,"Editor and Columnist, An-Nahar, Lebanon",An-Nahar,Lebanon
Gebran Bassil,Minister of Foreign Affairs and Emigrants of Lebanon,Ministry of Foreign Affairs and Emigrants of Lebanon,Lebanon
Saad Hariri,President of the Council of Ministers of Lebanon,Presidency of the Council of Ministers of Lebanon,Lebanon
Faiez Al Serrag,Chairman of the Presidential Council of Libya and Prime Minister of the Government of National Accord of Libya,Libya Government,Libya
Adrian Hasler,Prime Minister of Liechtenstein,Government of the Principality of Liechtenstein,Liechtenstein
H.S.H. Hereditary Prince Alois of Liechtenstein,Hereditary Prince of Liechtenstein,Principality of Liechtenstein,Liechtenstein
Dalia Grybauskaite,President of Lithuania,Office of the President of Lithuania,Lithuania
Werner Hoyer,"President, European Investment Bank (EIB), Luxembourg",European Investment Bank ,Luxembourg
Xavier Bettel,"Prime Minister and Minister for Communications, Media and Digitization of Luxembourg",Office of the Prime Minister of Luxembourg,Luxembourg
Ignatius Darell Leiking,Minister of International Trade and Industry of Malaysia,Ministry of International Trade and Industry of Malaysia,Malaysia
Kamissa Camara,Minister of Foreign Affairs of Mali,"Ministry of Foreign Affairs, African Integration and International Communication of Mali",Mali
Matthew Caruana Galizia,"Director, Daphne Caruana Galizia Foundation, Malta",Daphne Caruana Galizia Foundation,Malta
Mario Martin Delgado Carrillo,"Deputy, Chamber of Deputies, Mexico",Chamber of Deputies of Mexico,Mexico
Luis Miguel González Márquez,"Editorial Managing Director, El Economista, Mexico",El Economista,Mexico
Carlos Mota,"Columnist, Heraldo de Mexico, Mexico",El Heraldo de Mexico,Mexico
Graciela Márquez Colín,Secretary of the Economy of Mexico,Secretariat of Economy of Mexico,Mexico
Sergio Sarmiento,"Editor-in-Chief and Vice-President, Editorial Board, TV Azteca, Mexico",TV Azteca,Mexico
Tudor Ulianovschi,Minister of Foreign Affairs and European Integration of Moldova,Ministry of Foreign Affairs and European Integration of Moldova,Moldova
H.S.H. Prince Albert II of Monaco,Prince of Monaco,Principality of Monaco,Monaco
Sumiyabazar Dolgorsuren,Minister of Mining and Heavy Industry of Mongolia,Ministry of Mining and Heavy Industry of Mongolia,Mongolia
Tsakhia Elbegdorj,President of Mongolia (2009-2017),Office of the President of Mongolia,Mongolia
Duško Marković,Prime Minister of Montenegro,Office of the Prime Minister of Montenegro,Montenegro
Yasmina Filali,"Founder and President, Fondation Orient- Occident, Morocco",Fondation Orient Occident,Morocco
Thaung Tun,Minister of Investment and Foreign Economic Relations of Myanmar,Ministry of Investment and Foreign Economic Relations of Myanmar,Myanmar
Pradeep Kumar Gyawali,Minister of Foreign Affairs of Nepal,Ministry of Foreign Affairs of Nepal,Nepal
K P Sharma Oli,Prime Minister of Nepal,Office of the Prime Minister of Nepal,Nepal
Rutger Bregman,"Author and Historian, De Correspondent, Netherlands",De Correspondent,Netherlands
H.M. Queen Máxima of the Netherlands,Queen of the Netherlands; United Nations Secretary-General's Special Advocate for Inclusive Finance,Dutch Royal Household,Netherlands
Sharon Dijksma,"Deputy Mayor of Amsterdam, Netherlands",Government of Amsterdam,Netherlands
Victor Halberstadt,"Professor of Economics, Leiden University, Netherlands",Leiden University,Netherlands
Wopke Hoekstra,Minister of Finance of the Netherlands,Ministry of Finance of the Netherlands,Netherlands
Sigrid Kaag,Minister for Foreign Trade and Development Cooperation of the Netherlands,Ministry of Foreign Affairs of the Netherlands,Netherlands
Bruno Bruins,Minister for Medical Care of the Netherlands,"Ministry of Health, Welfare and Sport of the Netherlands",Netherlands
Mark Rutte,Prime Minister of the Netherlands,Office of the Prime Minister of the Netherlands,Netherlands
Mark Vernooij,"Partner, THNK School of Creative Leadership, Netherlands",THNK School of Creative Leadership,Netherlands
Helen E. Clark,Prime Minister of New Zealand (1999- 2008),,New Zealand
Jacinda Ardern,Prime Minister of New Zealand,New Zealand Government,New Zealand
Grant Robertson,Minister of Finance of New Zealand,New Zealand Treasury,New Zealand
Frank Aigbogun,"Editor-in-Chief, Business Day, Nigeria",Business Day,Nigeria
Udoma Udo Udoma,Minister of Budget and National Planning of Nigeria,Ministry of Budget and National Planning of Nigeria,Nigeria
Okechukwu Enelamah,"Minister of Industry, Trade and","Ministry of Industry, Trade and Investment of Nigeria Investment of Nigeria",Nigeria
Øystein K. Langberg,"Economics Commentator, Aftenposten, Norway",Aftenposten,Norway
Gunhild Anker Stordalen,"Founder and Executive Chair, EAT Foundation, Norway",EAT,Norway
Erna Solberg,Prime Minister of Norway,Office of the Prime Minister Norway,Norway
Nina Jensen,"Chief Executive Officer, REV Ocean, Norway",REV Ocean,Norway
H.R.H. The Crown Prince Haakon of Norway,Crown Prince of Norway,The Royal Palace,Norway
H.R.H. The Crown Princess Mette-Marit of Norway,Crown Princess of Norway,The Royal Palace,Norway
Ali bin Masoud bin Ali Al Sunaidy,"Minister of Commerce and Industry, Deputy Chairman of the Supreme Council for Planning and Special Envoy of Oman",Ministry of Commerce and Industry of Oman,Oman
Salem Ben Nasser Al Ismaily,"Special Envoy, Government of Oman",Oman Government,Oman
Hina Butt,"Member of the Assembly of Punjab, Pakistan",Government of Punjab,Pakistan
Shukri Bishara,Minister of Finance of the Palestinian National Authority,Ministry of Finance of the Palestinian National Authority,Palestinian Territories
Riad Najib Abdul Rahman Al Malki,Minister of Foreign Affairs of the Palestinian National Authority Authority,Ministry of Foreign Affairs of the Palestinian National,Palestinian Territories
Abeer Odeh,Minister of National Economy of the Palestinian National Authority Authority,Ministry of National Economy of the Palestinian National,Palestinian Territories
Rami Hamdallah,Prime Minister of the Palestinian National Authority,Palestinian National Authority,Palestinian Territories
Luis Alberto Castiglioni,Minister of Foreign Relations of Paraguay,Ministry of Foreign Relations,Paraguay
Mario Abdo Benítez,President of Paraguay,Office of the President Paraguay,Paraguay
Wang Yongqing,"Vice-Chairman, All-China Federation of Industry and Commerce (ACFIC), People's Republic of China",All-China Federation of Industry and Commerce ,People's Republic of China
Song Bing,"Director, Berggruen Institute China Center, People's Republic of China",Berggruen Institute China Center,People's Republic of China
Li Xin,"Managing Director, Caixin Global, Caixin Media, People's Republic of China",Caixin Media,People's Republic of China
Li Sixuan,"Anchor, China Central Television (CCTV), People's Republic of China",China Central Television ,People's Republic of China
Tian Wei,"Host, World Insight with Tian Wei, China Global Television Network (CGTN), People's Republic of China",China Global Television Network ,People's Republic of China
Ma Jun,"Chairman, China Green Finance Committee, People's Republic of China",China Green Finance Committee,People's Republic of China
Fang Xinghai,"Vice-Chairman, China Securities Regulatory Commission, People's Republic of China",China Securities Regulatory Commission,People's Republic of China
Wang Chen,"President, Chinese Academy of Medical Sciences, People's Republic of China",Chinese Academy of Medical Sciences,People's Republic of China
Cai Fang,"Vice-President, Chinese Academy of Social Sciences (CASS), People's Republic of China",Chinese Academy of Social Sciences ,People's Republic of China
Ren Xuefeng,"Deputy Party Secretary, CPC Chongqing Municipal Committee, People's Republic of China",CPC Chongqing Municipal Committee,People's Republic of China
Lu Lin,"Executive Vice-Mayor of Dalian, People's Republic of China",Dalian Municipal Government,People's Republic of China
Tan Chengxu,"Mayor of Dalian, People's Republic of China",Dalian Municipal Government,People's Republic of China
Zhang Weiwei,"Dean, China Institute, Fudan University, People's Republic of China",Fudan University,People's Republic of China
Wen Guohui,"Mayor of Guangzhou, People's Republic of China",Guangzhou Municipal People's Government,People's Republic of China
Le Yucheng,Vice-Minister of Foreign Affairs of the People's Republic of China,Ministry of Foreign Affairs of the People's Republic of China,People's Republic of China
Zhang Yizhen,Vice-Minister of Human Resources and Social Security of the People's Republic of China,Ministry of Human Resources and Social Security of the People's Republic of China,People's Republic of China
Miao Wei,Minister of Industry and Information Technology of the People's Republic of China,Ministry of Industry and Information Technology of the People's Republic of China,People's Republic of China
Dai Dongchang,Vice-Minister of Transport of the People's Republic of China,Ministry of Transport of the People's Republic of China,People's Republic of China
Lin Nianxiu,"Vice-Chairman, National Development and Reform Commission, People's Republic of China",National Development and Reform Commission,People's Republic of China
Xie Zhenhua,Special Representative for Climate Change Affairs of the People's Republic of China,National Development and Reform Commission,People's Republic of China
Zhang Jianhua,Minister of Energy of the People's Republic of China,National Energy Administration,People's Republic of China
Min Zhu,"Chairman, National Institute of Financial Research, People's Republic of China",National Institute of Financial Research,People's Republic of China
Justin Lin Yifu,"Honorary Dean, National School of Development, Peking University, People's Republic of China","National School of Development, Peking University",People's Republic of China
Hao Ping,"President, Peking University, People's Republic of China",Peking University,People's Republic of China
Xiao Yaqing,"Chairman, State-owned Assets Supervision and Administration Commission (SASAC), People's Republic of China",State-owned Assets Supervision and Administration Commission ,People's Republic of China
Jin Xiangjun,"Vice-Mayor of Tianjin, People's Republic of China",Tianjin Municipal People's Government,People's Republic of China
Xue Lan,"Professor; Dean, Schwarzman College, Tsinghua University, People's Republic of China",Tsinghua University,People's Republic of China
Zhu Ning,"Professor, PBC School of Finance; Associate Dean, National Institute of Financial Research, Tsinghua University, People's Republic of China",Tsinghua University,People's Republic of China
David Aikman,"Chief Representative Officer, China; Member of the Executive Committee, World Economic Forum",World Economic Forum Beijing Representative Office,People's Republic of China
Lin Boqiang,"Dean, China Institute for Studies in Energy Policy, Xiamen University, People's Republic of China",Xiamen University,People's Republic of China
Yang Yanqing,"Deputy Editor-in-Chief, Yicai Media Group, People's Republic of China",YICAI Media Group,People's Republic of China
Rogers Valencia,Minister of Foreign Trade and Tourism of Peru,Ministry of Foreign Trade and Tourism of Peru,Peru
Martín Alberto Vizcarra Cornejo,President of Peru,Office of the President of Peru,Peru
Ramon Lopez,Secretary of Trade and Industry of the Philippines,Department of Trade and Industry of the Philippines,Philippines
Andrzej Duda,President of Poland,Chancellery of the President the Republic of Poland,Poland
Mateusz Morawiecki,Prime Minister of Poland,Chancellery of the Prime Minister of Poland,Poland
Jacek Czaputowicz,Minister of Foreign Affairs of Poland,Ministry of Foreign Affairs,Poland
Pedro Siza Vieira  Economy of Portugal,Deputy Prime Minister and Minister of Portugal,Ministry of Economy,Portugal
Mário Centeno  Finance of Portugal,President of the Eurogroup; Minister of Administration of Portugal,Ministry of Finance and Public,Portugal
Ali Ahmed Al Kuwari,Minister of Commerce and Industry of Industry of Qatar,Ministry of Commerce and,Qatar
Ali Shareef Al Emadi,Minister of Finance of Qatar,Ministry of Finance of Qatar,Qatar
Mohammed Bin  Abdulrahman Al Thani,Deputy Prime Minister and Minister of Foreign Affairs of Qatar,Ministry of Foreign Affairs of Qatar,Qatar
"Hassan Al Thawadi  for Delivery and Legacy, Qatar","Secretary-General, Supreme Committee Delivery and Legacy",Supreme Committee for,Qatar
"Lee Sang-Yup  Advanced Institute of Science and Technology (KAIST), Republic of Korea",Distinguished Professor and Dean,Korea Advanced Institute of Science and Technology ,Republic of Korea
"Shin Sung-Chul  Science and Technology (KAIST), Republic of Korea",President,Korea Advanced Institute of Science and Technology ,Republic of Korea
"Chang Dae-Whan  Media Group, Republic of Korea","Chairman and Publisher, Maekyung",Maekyung Media Group,Republic of Korea
Kang Kyung-Wha  of Korea,Minister of Foreign Affairs of the Republic the Republic of Korea,Ministry of Foreign Affairs,Republic of Korea
Kim Hyun-Chong  Korea,Minister for Trade of the Republic of Energy of the Republic of Korea,"Ministry of Trade, Industry and",Republic of Korea
Oana Toiu  Romania,"Founder, Social Innovation Solutions,",Social Innovation Solutions,Romania
Rustam Minnikhanov  Russian Federation,"President of the Republic of Tatarstan, of the Republic of Tatarstan",Administration of the President,Russian Federation
"Pinchas Goldschmidt  European Rabbis, Russian Federation","Chief Rabbi and President, Conference of Rabbis",Conference of European,Russian Federation
Maxim Oreshkin  Russian Federation,Minister of Economic Development of the Development of the Russian Federation,Ministry of Economic,Russian Federation
Alexander Novak  Federation,Minister of Energy of the Russian Russian Federation,Ministry of Energy of the,Russian Federation
Oleg V. Deripaska  Russian Federation,"Chairman, Volnoe Delo Foundation,",Volnoe Delo Foundation,Russian Federation
Uzziel Ndagijimana  Planning of Rwanda,Minister of Finance and Economic Economic Planning of Rwanda,Ministry of Finance and,Rwanda
Richard Sezibera  International Cooperation of Rwanda,Minister of Foreign Affairs and,Ministry of Foreign Affairs and International Cooperation of Rwanda,Rwanda
Diane Gashumba,Minister of Health of Rwanda,Ministry of Health of Rwanda,Rwanda
John Rwangombwa,Governor of the National Bank of Rwanda (NBR),National Bank of Rwanda,Rwanda
Paul Kagame,President of Rwanda,Office of the President,Rwanda
Faisal Abbas,"Editor-in-Chief, Arab News, Saudi Arabia",Arab News,Saudi Arabia
"Tony F. Chan  Science and Technology (KAUST), Saudi Arabia",President,King Abdullah University of Science and Technology ,Saudi Arabia
Haifa Al Mogrin  Development Affairs and Assistant Deputy Minister for G20 Affairs of Saudi Arabia,Assistant Deputy Minister for Sustainable Planning of Saudi Arabia,Ministry of Economy and,Saudi Arabia
Mohammad Al  Tuwaijri,Minister of Economy and Planning of Saudi Arabia,Ministry of Economy and Planning of Saudi Arabia,Saudi Arabia
Khalid Al-Falih  Resources of Saudi Arabia,"Minister of Energy, Industry and Mineral Mineral Resources of Saudi Arabia","Ministry of Energy, Industry and",Saudi Arabia
Mohammed Al-Jadaan,Minister of Finance of Saudi Arabia,Ministry of Finance of Saudi,Saudi Arabia
Ibrahim A. Al-Assaf,Minister of Foreign Affairs of Saudi Arabia,Ministry of Foreign Affairs of Saudi Arabia,Saudi Arabia
Adel bin Ahmed Al Jubeir,Minister of State for Foreign Affairs of Saudi Arabia,Ministry of Foreign Affairs of Saudi Arabia,Saudi Arabia
Nadhmi Al Nasr,"Chief Executive Officer, NEOM, Saudi Arabia",NEOM,Saudi Arabia
Peter Terium,"Head of Energy, NEOM, Saudi Arabia",NEOM,Saudi Arabia
Bader Al-Asaker,"Secretary-General, MiSK, Saudi Arabia",Prince Mohammed Bin Salman bin Abdulaziz  Foundation,Saudi Arabia
Khaloud AlMansour,"Adviser, Strategic Partnerships, Government of Saudi Arabia",Saudi Arabia Government,Saudi Arabia
Ibrahim Al Omar,"Governor, Saudi Arabian General Investment Authority (SAGIA), Saudi Arabia",Saudi Arabian General Investment Authority ,Saudi Arabia
H.R.H. Princess Reema Bint Bandar Al-Saud,"Vice-President for Development and Planning, Saudi Arabian General Sports Authority, Saudi Arabia",Saudi Arabian General Sports Authority,Saudi Arabia
Faisal Al Sugair,"President, Saudi Center for International Strategic Partnerships (SCISP), Saudi Arabia",Saudi Center for International Strategic Partnerships,Saudi Arabia
Sarah Al Suhaimi,"Chairperson of the Board of Directors, Saudi Stock Exchange (Tadawul), Saudi Arabia",Saudi Stock Exchange ,Saudi Arabia
Aleksandar Vučić,President of Serbia,Office of the President of Serbia,Serbia
Haslinda Amin,"Chief International Correspondent, South-East Asia, Bloomberg News, Singapore",Bloomberg News,Singapore
Tony Tan Keng Yam,"Director and Special Adviser, GIC, Singapore",GIC Private Limited ,Singapore
Ilian Mihov,"Dean, INSEAD, Singapore",INSEAD,Singapore
S Iswaran,Minister for Communications and Information and Minister in charge of Trade Relations of Singapore,Ministry of Communications and Information of Singapore ,Singapore
Heng Swee Keat,Minister for Finance of Singapore,Ministry of Finance of Singapore,Singapore
Ravi Menon,Managing Director of the Monetary Authority of Singapore,Monetary Authority of Singapore,Singapore
Subra Suresh,"President, Nanyang Technological University (NTU), Singapore",Nanyang Technological University ,Singapore
Ernest Chua Kian Jon,"Associate Professor, National University of Singapore, Singapore",National University of Singapore,Singapore
Khee Poh Lam,"Dean, School of Design and Environment, National University of Singapore, Singapore",National University of Singapore,Singapore
Bin Liu,"Head, Department of Chemical and Biomolecular Engineering, National University of Singapore, Singapore",National University of Singapore,Singapore
Kishore Mahbubani,"Senior Adviser and Professor in the Practice of Policy, National University of Singapore, Singapore",National University of Singapore,Singapore
Tan Eng Chye,"President, National University of Singapore, Singapore",National University of Singapore,Singapore
Tharman Shanmugaratnam,Deputy Prime Minister and Coordinating Minister for Economic and Social Policies of Singapore,Office of the Prime Minister of Singapore,Singapore
Tan Sumiko,"Executive Editor, Straits Times, Singapore",The Straits Times,Singapore
Miroslav Lajčák,Minister of Foreign and European Affairs of the Slovak Republic,Ministry of Foreign Affairs of the Slovak Republic,Slovakia
Peter Pellegrini,Prime Minister of Slovakia,Office of the Prime Minister of Slovakia,Slovakia
Marjan Sarec,Prime Minister of Slovenia,Office of the Prime Minister of Slovenia,Slovenia
Christopher Bishop,"Head of Programming, CNBC Africa, South Africa",CNBC Africa,South Africa
Lindiwe Nonceba Sisulu,Minister of International Relations and Cooperation of South Africa,Department of International Relations and Cooperation of South Africa,South Africa
Christina Adriana de Wet,"Executive Editor, Business Report, Independent Media, South Africa",Independent Media,South Africa
Stella Ndabeni- Abrahams,"Minister of Communications, Telecommunications and Postal Services of South Africa","Ministry of Communications, Telecommunications and Postal Services of South Africa",South Africa
Ebrahim Patel,Minister of Economic Development of South Africa,Ministry of Economic Development of South Africa,South Africa
Jeff Radebe,Minister of Energy of South Africa,Ministry of Energy of South Africa,South Africa
Tito Mboweni,Minister of Finance of South Africa,Ministry of Finance of South Africa,South Africa
Aaron Motsoaledi,Minister of Health of South Africa,Ministry of Health of South Africa,South Africa
Pravin Gordhan,Minister of Public Enterprises of South Africa,Ministry of Public Enterprises of South Africa,South Africa
Rob Davies,Minister of Trade and Industry of South Africa,Ministry of Trade and Industry of South Africa,South Africa
Lesetja Kganyago,Governor of the South African Reserve Bank (SARB),South African Reserve Bank ,South Africa
Cyril M. Ramaphosa,President of South Africa,The Presidency of South Africa,South Africa
Mamokgethi Phakeng,"Vice-Chancellor, University of Cape Town, South Africa",University of Cape Town,South Africa
Jose Manuel Sanz Mingote,"Director, International Department, Agencia EFE, Spain",Agencia EFE,Spain
Carlos Segovia,"Economics Correspondent; Deputy Editor, El Mundo, Spain",El Mundo,Spain
Nadia Calviño Santamaría,Minister of Economy and Enterprise of Spain,Ministry of Economy and Enterprise of Spain,Spain
Reyes Maroto Illera,"Minister of Industry, Commerce and Tourism of Spain","Ministry of Industry, Commerce and Tourism of Spain",Spain
Pedro Sanchez,Prime Minister of Spain,Office of the Prime Minister of Spain,Spain
Shellice Sairras,"Medical Researcher, Academic Hospital Paramaribo, Suriname",Academic Hospital Paramaribo,Suriname
Peter Wolodarski,"Editor-in-Chief, Dagens Nyheter, Sweden",Dagens Nyheter,Sweden
Raphael Gindrat,"Co-Founder, Chief Executive Officer, Bestmile, Switzerland",Bestmile SA,Switzerland
Myret Zaki,"Editor-in-Chief, Bilan, Switzerland",Bilan,Switzerland
Dirk Schütz,"Editor-in-Chief, BILANZ, Switzerland",BILANZ,Switzerland
Christian Dorer,"Editor-in-Chief, Blick-Gruppe, Switzerland",Blick-Gruppe,Switzerland
Myriam Dunn Cavelty,"Deputy Head, Research and Teaching, Center for Security Studies, ETH Zürich, Switzerland","Center for Security Studies, ETH Zürich",Switzerland
Patrik Müller,"Editor-in-Chief, CH Media, Switzerland",CH Media,Switzerland
Carmela Troncoso,"Assistant Professor, Ecole Polytechnique Fédérale de Lausanne (EPFL), Switzerland",Ecole Polytechnique Fédérale de Lausanne ,Switzerland
Martin Vetterli,"President, Ecole Polytechnique Fédérale de Lausanne (EPFL), Switzerland",Ecole Polytechnique Fédérale de Lausanne ,Switzerland
Srdjan Capkun,"Director, Zurich Information Security and Privacy Center, ETH Zurich, Switzerland",ETH Zurich,Switzerland
Joël Mesot,"President, ETH Zurich, Switzerland",ETH Zurich,Switzerland
Noel Curran,"Director-General, European Broadcasting Union (EBU), Switzerland",European Broadcasting Union ,Switzerland
Fabiola Gianotti,"Director-General, European Organization for Nuclear Research (CERN), Geneva",European Organization for Nuclear Research ,Switzerland
Walter Thurnherr,Federal Chancellor of the Swiss Confederation,Federal Chancellery of Switzerland,Switzerland
Guy Parmelin,"Federal Councillor for Economic Affairs, Education and Research of Switzerland and Research of Switzerland","Federal Department of Economic Affairs, Education",Switzerland
Jörg Gasser,State Secretary for International Finance of Switzerland,Federal Department of Finance of Switzerland,Switzerland
Ueli Maurer,President of the Swiss Confederation 2019 and Federal Councillor of Finance of Switzerland,Federal Department of Finance of Switzerland,Switzerland
Roberto Balzaretti,State Secretary for Foreign Affairs of Switzerland,Federal Department of Foreign Affairs of Switzerland,Switzerland
Ignazio Cassis,Federal Councillor for Foreign Affairs of Switzerland,Federal Department of Foreign Affairs of Switzerland,Switzerland
Alain Berset,Federal Councillor of Home Affairs of Switzerland,Federal Department of Home Affairs of Switzerland,Switzerland
Philipp Metzger,"Director-General, Federal Office of Communications (OFCOM), Switzerland",Federal Office of Communications ,Switzerland
Seth F. Berkley,"Chief Executive Officer, Gavi, the Vaccine Alliance, Geneva","Gavi, the Vaccine Alliance",Switzerland
Tarzisius Caviezel,"Mayor of Davos, Switzerland",Gemeinde Davos,Switzerland
Stefan Walser,"Councillor, Davos, Switzerland",Gemeinde Davos,Switzerland
Marcus Caduff,"Councillor, Government of Canton Grisons, Switzerland",Government of Canton Grisons,Switzerland
Mario Cavigelli,"Councillor; Head, Department of Construction, Transport and Forestry, Canton of Grisons, Switzerland",Government of Canton Grisons,Switzerland
Jon Domenic Parolini,"Councillor; Head, Department for Economic and Social Affairs, Canton of Grisons, Switzerland",Government of Canton Grisons,Switzerland
Peter Peyer,"Councillor, Government of Canton Grisons, Switzerland",Government of Canton Grisons,Switzerland
Christian Rathgeb,"Councillor; Head, Finance and Communities, Government of Canton Grisons, Switzerland",Government of Canton Grisons,Switzerland
Stefan Barmettler,"Editor-in-Chief, HandelsZeitung, Switzerland",HandelsZeitung,Switzerland
Nane Annan,"Lawyer and Artist, Kofi Annan Foundation, Switzerland",Kofi Annan Foundation,Switzerland
Peter A. Fischer,"Editor-in-Chief, Economics, Neue Zürcher Zeitung (NZZ), Switzerland",Neue Zürcher Zeitung ,Switzerland
Eric Gujer,"Editor-in-Chief, Neue Zürcher Zeitung (NZZ), Switzerland",Neue Zürcher Zeitung ,Switzerland
Luzi Bernet,"Editor-in-Chief, NZZ am Sonntag, Switzerland",NZZ am Sonntag,Switzerland
Céline Tzaud,"Journalist, Radio Télévision Suisse (RTS), Switzerland",Radio Télévision Suisse ,Switzerland
Hilde Schwab,"Chairperson and Co-Founder, Schwab Foundation for Social Entrepreneurship, Switzerland",Schwab Foundation for Social Entrepreneurship,Switzerland
Marie-Gabrielle Ineichen-Fleisch,State Secretary for Economic Affairs of Switzerland,State Secretariat for Economic Affairs ,Switzerland
Martina Hirayama,State Secretary for Education and Research and Innovation of Switzerland (SERI),State Secretariat for Education and Research and Innovation,Switzerland
Stefan Schmid,"Economics Editor, Südostschweiz, Switzerland",Südostschweiz,Switzerland
Thomas J. Jordan,Chairman of the Governing Board of the Swiss National Bank,Swiss National Bank,Switzerland
Angelika Kalt,"Director, Swiss National Science Foundation (SNSF), Switzerland",Swiss National Science Foundation ,Switzerland
Thomas Aeschi,"Member of the National Council, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Claude R. Béglé,"Member of the National Council, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Pascale Bruderer,"Member of the Council of States, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Roland Rino Büchel,"Member of the National Council, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Marina Carobbio Guscetti,"President of the National Council, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Stefan Engler,"Member of the Council of States, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Jean-René Fournier,"President of the Council of States, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Bastien Girod,"Member of the National Council, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Daniel Jositsch,"Member of the Council of States, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Roger Köppel,"Member of the National Council, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Magdalena Martullo- Blocher,"Member of the National Council, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Tiana Angelina Moser,"Group President, Green Liberal Party, Switzerland",Swiss Parliament,Switzerland
Eric Nussbaumer,"Member of the National Council, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Kathy Riklin,"Member of the National Council, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Martin Schmid,"Member of the Council of States, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Elisabeth Schneider- Schneiter,"Member of the National Council, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Beat Walti,"Member of the National Council, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Laurent Wehrli,"Member of the National Council, Swiss Parliament, Switzerland",Swiss Parliament,Switzerland
Eveline Kobler,"Economics Editor, SRF Radio, Swiss Radio and Television SRF, Switzerland",Swiss Radio and Television SRF,Switzerland
Rudolf Matter,"Head, Swiss Radio and Television SRF, Switzerland",Swiss Radio and Television SRF,Switzerland
Maren Peters,"Economics Journalist, Swiss Radio and Television SRF, Switzerland",Swiss Radio and Television SRF,Switzerland
Bernard Rappaz,"Head of News, Swiss Television RTS, Switzerland",Swiss Television RTS,Switzerland
Arthur Rutishauser,"Editor-in-Chief, Tages-Anzeiger, Switzerland",Tages-Anzeiger,Switzerland
Ernst Bromeis,"Water Ambassador, The Blue Miracle, Switzerland",The Blue Miracle,Switzerland
Richard Baldwin,"Professor of International Economics, Graduate Institute of International and Development Studies, Switzerland",The Graduate Institute of International and Development Studies,Switzerland
Yves Flückiger,"Rector, University of Geneva, Switzerland",University of Geneva,Switzerland
