name,lastName,uri,imageUri,worthChange,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition,squareImage
"James Cargill, II.",Cargill,james-cargill-ii,no-pic,0,Cargill,Food and Beverage,M,United States,1547574901333,4093.109,477,478,
Vanich Chaiyawan,Chaiyawan,vanich-chaiyawan,vanich-chaiyawan,2.9,"insurance, beverages",Finance and Investments,M,Thailand,1547574901333,2880.168,762,762,//specials-images.forbesimg.com/imageserve/59270c79a7ea434078d46651/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=98&cropY2=842
Traudl Engelhorn,Engelhorn,traudl-engelhorn,no-pic-female,0,"pharmaceuticals, medical equipment",Healthcare,F,Germany,1547574901333,4000,499,500,//specials-images.forbesimg.com/imageserve/5a7e56414bbe6f2652f529b3/416x416.jpg?background=000000&cropX1=116&cropX2=1016&cropY1=250&cropY2=1150
Diane Hendricks,Hendricks,diane-hendricks,diane-hendricks,0,roofing,Construction & Engineering,F,United States,1547575201867,5952.04,268,268,//specials-images.forbesimg.com/imageserve/5554c750e4b0bacdbd7517ef/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=19&cropY2=763
Ji Changqun,Ji,ji-changqun-1,no-pic,25.838,real estate,Real Estate,M,China,1547574901334,1687.424,1324,1324,
Nathan Kirsh,Kirsh,nathan-kirsh,nathan-kirsh,-4.029,"retail, real estate",Fashion & Retail,M,Swaziland,1547575201867,4916.533,361,361,//specials-images.forbesimg.com/imageserve/5a8118d14bbe6f2652f54533/416x416.jpg?background=000000&cropX1=839&cropX2=2666&cropY1=966&cropY2=2795
Marianne Liebmann,Liebmann,marianne-liebmann,no-pic-female,0,Cargill,Food and Beverage,F,United States,1547574901333,4093.109,477,479,
Luo Jye,Luo,luo-jye,luo-jye,39.04,tires,Automotive,M,Taiwan,1547574901333,2911.483,755,755,//specials-images.forbesimg.com/imageserve/5be5834aa7ea437059168d59/416x416.jpg?background=000000&cropX1=154&cropX2=1936&cropY1=571&cropY2=2353
Mary Alice Dorrance Malone,Malone,mary-alice-dorrance-malone,no-pic-female,22.065,Campbell Soup,Food and Beverage,F,United States,1547574901333,2867.042,767,767,
Ermirio Pereira de Moraes,Moraes,ermirio-pereira-de-moraes,no-pic,0,diversified,Diversified,M,Brazil,1547574901333,2206.643,1045,1045,
Maria Helena Moraes Scripilliti,Moraes Scripilliti,maria-helena-moraes-scripilliti,no-pic-female,0,diversified,Diversified,F,Brazil,1547574901333,2250.318,1016,1016,
Naguib Sawiris,Sawiris,naguib-sawiris,naguib-sawiris,-23.64,telecom,Telecom,M,Egypt,1547574901333,2888.453,759,759,//specials-images.forbesimg.com/imageserve/5c33a38a4bbe6f7020fb3054/416x416.jpg?background=000000&cropX1=1428&cropX2=2174&cropY1=842&cropY2=1588
Friede Springer,Springer,friede-springer,friede-springer,-7.905,publishing,Media & Entertainment,F,Germany,1547574901333,3944.874,511,511,//specials-images.forbesimg.com/imageserve/5a7e1184a7ea431690131fad/416x416.jpg?background=000000&cropX1=1496&cropX2=4937&cropY1=0&cropY2=3439
Prince Sultan bin Mohammed bin Saud Al Kabeer,Al Kabeer,prince-sultan-bin-mohammed-bin-saud-al-kabeer,prince-sultan-bin-mohammed-bin-saud-al-kabeer,,dairy farms,Food and Beverage,M,Saudi Arabia,1520290027513,,,,//specials-images.forbesimg.com/imageserve/fb1362ce651cac65dce859bc7f2307d8/416x416.jpg?background=000000&cropX1=68&cropX2=667&cropY1=53&cropY2=652
Stephen Bisciotti,Bisciotti,stephen-bisciotti,stephen-bisciotti,0,"staffing, Baltimore Ravens",Sports,M,United States,1547574901333,4084.876,483,483,//specials-images.forbesimg.com/imageserve/5ba531ec31358e5690cdb069/416x416.jpg?background=000000&cropX1=261&cropX2=2267&cropY1=0&cropY2=2006
Nathan Blecharczyk,Blecharczyk,nathan-blecharczyk,nathan-blecharczyk,0,Airbnb,Technology,M,United States,1547574901333,3700,548,550,//specials-images.forbesimg.com/imageserve/5ba549c931358e5690cdb4f1/416x416.jpg?background=000000&cropX1=293&cropX2=2310&cropY1=5&cropY2=2023
Rick Caruso,Caruso,rick-caruso,rick-caruso,0,real estate,Real Estate,M,United States,1547574901333,4145,468,468,//specials-images.forbesimg.com/imageserve/5ba5383631358e5690cdb13f/416x416.jpg?background=000000&cropX1=56&cropX2=2188&cropY1=13&cropY2=2146
Bubba Cathy,Cathy,bubba-cathy,bubba-cathy,0,Chick-fil-A,Food and Beverage,M,United States,1547575201867,5762.484,284,284,//specials-images.forbesimg.com/imageserve/5601a7bae4b0ffa7afe4f31b/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=2&cropY2=742
Dan Cathy,Cathy,dan-cathy,dan-cathy,0,Chick-fil-A,Food and Beverage,M,United States,1547575201867,5762.484,284,285,//specials-images.forbesimg.com/imageserve/5601a7fbe4b0ffa7afe4f321/416x416.jpg?background=000000&cropX1=27&cropX2=678&cropY1=21&cropY2=672
Brian Chesky,Chesky,brian-chesky,brian-chesky,0,Airbnb,Technology,M,United States,1547574901333,3700,548,548,//specials-images.forbesimg.com/imageserve/5ba54a49a7ea434e4c6960fe/416x416.jpg?background=000000&cropX1=2243&cropX2=5406&cropY1=0&cropY2=3165
Giuseppe De'Longhi,De'Longhi,giuseppe-delonghi,no-pic,69.343,coffee makers,Fashion & Retail,M,Italy,1547574901333,4066.992,490,490,
Ralph Dommermuth,Dommermuth,ralph-dommermuth,ralph-dommermuth,-63.004,internet service provider,Technology,M,Germany,1547574901333,3817.122,524,524,//specials-images.forbesimg.com/imageserve/5a7e38654bbe6f2652f52881/416x416.jpg?background=000000&cropX1=678&cropX2=3042&cropY1=0&cropY2=2362
Joe Gebbia,Gebbia,joe-gebbia,joe-gebbia,0,Airbnb,Technology,M,United States,1547574901333,3700,548,549,//specials-images.forbesimg.com/imageserve/5a21ca88a7ea432f2e74b67c/416x416.jpg?background=000000&cropX1=135&cropX2=3183&cropY1=289&cropY2=3336
Jia Yueting,Jia,jia-yueting,jia-yueting,,online video,Technology,M,China,1518125721111,,,,//specials-images.forbesimg.com/imageserve/5a7cbbf5a7ea4316901307dc/416x416.jpg?background=000000&cropX1=0&cropX2=2592&cropY1=900&cropY2=3494
H. Fisk Johnson,Johnson,h-fisk-johnson,h-fisk-johnson,0.491,cleaning products,Manufacturing,M,United States,1547574901333,3549.932,591,591,//specials-images.forbesimg.com/imageserve/5ba54fc44bbe6f79516f60b3/416x416.jpg?background=000000&cropX1=1080&cropX2=3354&cropY1=0&cropY2=2273
Imogene Powers Johnson,Johnson,imogene-powers-johnson,imogene-powers-johnson,,cleaning products,Manufacturing,F,United States,1518125719974,,,,//specials-images.forbesimg.com/imageserve/f73950e018838a51ba68a5432c2b1111/416x416.jpg?background=000000&cropX1=0&cropX2=394&cropY1=103&cropY2=497
S. Curtis Johnson,Johnson,s-curtis-johnson,s-curtis-johnson,0.375,cleaning products,Manufacturing,M,United States,1547574901333,3575.375,587,587,//specials-images.forbesimg.com/imageserve/8e422dbdec30a22c76e951d2d2938057/416x416.jpg?background=000000&cropX1=0&cropX2=467&cropY1=91&cropY2=558
Helen Johnson-Leipold,Johnson-Leipold,helen-johnson-leipold,helen-johnson-leipold,0.424,cleaning products,Manufacturing,F,United States,1547574901333,3589.802,584,584,//specials-images.forbesimg.com/imageserve/3b6607eb3b5ca0b22bae62c57d6fd590/416x416.jpg?background=000000&cropX1=18&cropX2=324&cropY1=2&cropY2=308
Winifred Johnson-Marquart,Johnson-Marquart,winifred-johnson-marquart,no-pic-female,0.375,cleaning products,Manufacturing,F,United States,1547574901333,3575.375,587,588,//specials-images.forbesimg.com/imageserve/2fac3c1d889947907719cf6947ae8980/416x416.jpg?background=000000&cropX1=34&cropX2=1086&cropY1=48&cropY2=1101
Barry Lam,Lam,barry-lam,barry-lam,24.589,electronics,Technology,M,Taiwan,1547574901333,3677.86,556,556,//specials-images.forbesimg.com/imageserve/5be581e94bbe6f78bda77735/416x416.jpg?background=000000&cropX1=37&cropX2=2185&cropY1=14&cropY2=2163
Liang Wengen,Liang,liang-wengen,liang-wengen,11.668,construction equipment,Manufacturing,M,China,1547574901333,3661.45,560,560,//specials-images.forbesimg.com/imageserve/5bcfb22331358e5b43344b70/416x416.jpg?background=000000&cropX1=333&cropX2=3784&cropY1=7&cropY2=3456
Niels Peter Louis-Hansen,Louis-Hansen,niels-peter-louis-hansen,niels-peter-louis-hansen,-24.045,medical devices,Healthcare,M,Denmark,1547575201867,5257.563,316,316,//specials-images.forbesimg.com/imageserve/d0b9926c84cb83dc19638faf3e09ff04/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=11&cropY2=754
Kalanithi Maran,Maran,kalanithi-maran,kalanithi-maran,3.477,media,Media & Entertainment,M,India,1547574901333,3246.158,667,667,//specials-images.forbesimg.com/imageserve/5bad49454bbe6f1f844e9c0b/416x416.jpg?background=000000&cropX1=867&cropX2=2745&cropY1=5&cropY2=1884
Jose Roberto Marinho,Marinho,jose-roberto-marinho,jose-roberto-marinho,0,media,Media & Entertainment,M,Brazil,1547574901333,2551.761,871,871,
Roberto Irineu Marinho,Marinho,roberto-irineu-marinho,roberto-irineu-marinho,0,media,Media & Entertainment,M,Brazil,1547574901333,2560.193,865,865,//specials-images.forbesimg.com/imageserve/5a7b9864a7ea43169012f0e8/416x416.jpg?background=000000&cropX1=4&cropX2=2378&cropY1=86&cropY2=2460
Clayton Mathile,Mathile,clayton-mathile,clayton-mathile,0,pet food,Food and Beverage,M,United States,1547574901333,2220,1037,1037,//specials-images.forbesimg.com/imageserve/6baeba7b35427c8c258c195dd674a0f7/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=37&cropY2=781
Siegfried Meister,Meister,siegfried-meister,no-pic,,appliances,Manufacturing,M,Germany,1518125721084,,,,
"Julian Robertson, Jr.",Robertson,julian-robertson-jr,julian-robertson-jr,0,hedge funds,Finance and Investments,M,United States,1547574901333,4257,446,446,//specials-images.forbesimg.com/imageserve/5ba532c231358e5690cdb099/416x416.jpg?background=000000&cropX1=754&cropX2=4020&cropY1=7&cropY2=3276
"Walter Scott, Jr.",Scott,walter-scott-jr,walter-scott-jr,0.539,"utilities, telecom",Energy,M,United States,1547574901333,4454.488,419,419,//specials-images.forbesimg.com/imageserve/55fa1910e4b0ffa7afe4ad12/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=142&cropY2=886
Joan Tisch,Tisch,joan-tisch,joan-tisch,,"insurance, NFL team",Finance and Investments,F,United States,1519935038105,,,,http://specials-images.forbesimg.com/imageserve/56d1b873e4b0c144a7f663da/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=35&cropY2=779
Martin & Olivier Bouygues,Bouygues,martin-olivier-bouygues,martin-olivier-bouygues,15.644,"construction, media",Construction & Engineering,M,France,1547574901333,3755.438,534,534,//specials-images.forbesimg.com/imageserve/bd193087013752ba2761836aea9beace/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=5&cropY2=748
Archie Aldis Emmerson,Emmerson,archie-aldis-emmerson,archie-aldis-emmerson,0,"timberland, lumber mills",Manufacturing,M,United States,1547574901333,3709.222,545,545,//specials-images.forbesimg.com/imageserve/b0fbe22d9c0799e3c6bb9ca811c78752/416x416.jpg?background=000000&cropX1=0&cropX2=600&cropY1=53&cropY2=653
Juan Carlos Escotet,Escotet,juan-carlos-escotet,juan-carlos-escotet,0,banking,Finance and Investments,M,Venezuela,1547574901333,4150.999,467,467,//specials-images.forbesimg.com/imageserve/56cc6f81e4b062f6b59a5171/416x416.jpg?background=000000&cropX1=3&cropX2=718&cropY1=0&cropY2=715
Ken Fisher,Fisher,ken-fisher,ken-fisher,0,money management,Finance and Investments,M,United States,1547574901333,3142.644,688,688,//specials-images.forbesimg.com/imageserve/59dbd16931358e542c038093/416x416.jpg?background=000000&cropX1=119&cropX2=540&cropY1=34&cropY2=455
Joao Roberto Marinho,Marinho,joao-roberto-marinho,joao-roberto-marinho,0,media,Media & Entertainment,M,Brazil,1547574901333,2507.562,889,889,//specials-images.forbesimg.com/imageserve/5a7b7fd231358e4955acddb8/416x416.jpg?background=000000&cropX1=234&cropX2=1084&cropY1=2&cropY2=853
Igor Olenicoff,Olenicoff,igor-olenicoff,igor-olenicoff,0,real estate,Real Estate,M,United States,1547574901333,4083.416,485,485,//specials-images.forbesimg.com/imageserve/56d0d880e4b0c144a7f65d89/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=5&cropY2=745
Ajay Piramal,Piramal,ajay-piramal,ajay-piramal,89.116,pharmaceuticals,Healthcare,M,India,1547574901333,4593.742,397,397,//specials-images.forbesimg.com/imageserve/5bad4392a7ea4342a948e00a/416x416.jpg?background=000000&cropX1=17&cropX2=2668&cropY1=17&cropY2=2667
Wolfgang Reimann,Reimann,wolfgang-reimann,no-pic,0,consumer goods,Fashion & Retail,M,Germany,1547574901333,4081.067,486,489,
Matthias Reimann-Andersen,Reimann-Andersen,matthias-reimann-andersen,no-pic,0,consumer goods,Fashion & Retail,M,Germany,1547574901333,4081.067,486,486,
Stefan Reimann-Andersen,Reimann-Andersen,stefan-reimann-andersen,no-pic,0,consumer goods,Fashion & Retail,M,Germany,1547574901333,4081.067,486,488,
Renate Reimann-Haas,Reimann-Haas,renate-reimann-haas,no-pic-female,0,consumer goods,Fashion & Retail,F,Germany,1547574901333,4081.067,486,487,
Hussain Sajwani,Sajwani,hussain-sajwani,hussain-sajwani,-167.658,real estate,Real Estate,M,United Arab Emirates,1547574901334,1761.074,1278,1278,//specials-images.forbesimg.com/imageserve/56d06a93e4b0c144a7f64a47/416x416.jpg?background=000000&cropX1=10&cropX2=744&cropY1=39&cropY2=774
Vivek Chaand Sehgal,Sehgal,vivek-chaand-sehgal,vivek-chaand-sehgal,-15.064,auto parts,Automotive,M,Australia,1547575201867,5253.711,317,317,//specials-images.forbesimg.com/imageserve/5bad42ec4bbe6f1f844e9b12/416x416.jpg?background=000000&cropX1=350&cropX2=1412&cropY1=45&cropY2=1106
"Clemmie Spangler, Jr.",Spangler,clemmie-spangler-jr,clemmie-spangler-jr,,investments,Finance and Investments,M,United States,1518125733750,,,,//specials-images.forbesimg.com/imageserve/84531a01ca8f3d559caa46d711a72e4a/416x416.jpg?background=000000&cropX1=0&cropX2=1308&cropY1=204&cropY2=1511
Jerry Speyer,Speyer,jerry-speyer,jerry-speyer,0,real estate,Real Estate,M,United States,1547574901333,3995.982,501,501,//specials-images.forbesimg.com/imageserve/5ba53bbd31358e5690cdb218/416x416.jpg?background=000000&cropX1=55&cropX2=1354&cropY1=268&cropY2=1568
Steven Spielberg,Spielberg,steven-spielberg,steven-spielberg,0,Movies,Media & Entertainment,M,United States,1547574901333,3690,554,554,//specials-images.forbesimg.com/imageserve/5ba54c5a31358e5690cdb566/416x416.jpg?background=000000&cropX1=1023&cropX2=3075&cropY1=1162&cropY2=3215
Lucio Tan,Tan,lucio-tan,lucio-tan,54.293,diversified,Diversified,M,Philippines,1547574901333,3663.191,559,559,//specials-images.forbesimg.com/imageserve/5b885fd631358e5e19428e61/416x416.jpg?background=000000&cropX1=5&cropX2=1175&cropY1=102&cropY2=1271
Yitzhak Tshuva,Tshuva,yitzhak-tshuva,yitzhak-tshuva,17.619,real estate,Real Estate,M,Israel,1547574901333,3633.965,566,566,//specials-images.forbesimg.com/imageserve/5a7f7ee0a7ea431690132df9/416x416.jpg?background=000000&cropX1=634&cropX2=2310&cropY1=0&cropY2=1675
Steven Udvar-Hazy,Udvar-Hazy,steven-udvar-hazy,steven-udvar-hazy,1.399,aircraft leasing,Service,M,United States,1547574901333,3933.068,513,513,//specials-images.forbesimg.com/imageserve/5ba53ced4bbe6f79516f5d1e/416x416.jpg?background=000000&cropX1=1704&cropX2=4714&cropY1=0&cropY2=3007
Murat Ulker,Ulker,murat-ulker,murat-ulker,-1.821,food,Food and Beverage,M,Turkey,1547574901333,3149.877,684,684,//specials-images.forbesimg.com/imageserve/97fc228669c9fca0e18d1de9ab1f9021/416x416.jpg?background=000000&cropX1=47&cropX2=683&cropY1=82&cropY2=719
Roger Wang,Wang,roger-wang,roger-wang,-10.932,retail,Fashion & Retail,M,United States,1547574901333,3659.009,561,561,http://specials-images.forbesimg.com/imageserve/55faac1de4b0ffa7afe4aeac/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=23&cropY2=767
Juergen Blickle,Blickle,juergen-blickle,juergen-blickle,0,auto parts,Manufacturing,M,Germany,1547574901333,2937.726,750,750,//specials-images.forbesimg.com/imageserve/98c126cea0829deac65b48b44ed0e22e/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=55&cropY2=796
Vivien Chen,Chen,vivien-chen,vivien-chen,0,real estate,Real Estate,F,Hong Kong,1547574901334,1610.343,1389,1389,//specials-images.forbesimg.com/imageserve/5a57a8af4bbe6f2652f25345/416x416.jpg?background=000000&cropX1=28&cropX2=239&cropY1=1&cropY2=212
Denise Coates,Coates,denise-coates,denise-coates,0,online gambling,Gambling & Casinos,F,United Kingdom,1547574901333,3593.817,583,583,//specials-images.forbesimg.com/imageserve/5a8157de4bbe6f2652f547d0/416x416.jpg?background=000000&cropX1=360&cropX2=1255&cropY1=134&cropY2=1029
Dan Friedkin,Friedkin,dan-friedkin,dan-friedkin,0,Toyota dealerships,Automotive,M,United States,1547574901333,3588.96,585,585,//specials-images.forbesimg.com/imageserve/5ba5393631358e5690cdb199/416x416.jpg?background=000000&cropX1=17&cropX2=2000&cropY1=26&cropY2=2010
Phillip Frost,Frost,phillip-frost,phillip-frost,3.1,pharmaceuticals,Healthcare,M,United States,1547574901333,2284.663,989,989,//specials-images.forbesimg.com/imageserve/5ba59e7c4bbe6f79516f67c1/416x416.jpg?background=000000&cropX1=139&cropX2=990&cropY1=21&cropY2=872
Jimmy Haslam,Haslam,jimmy-haslam,jimmy-haslam,0,"gas stations, retail",Fashion & Retail,M,United States,1547574901333,2686.528,814,814,//specials-images.forbesimg.com/imageserve/5ba5802631358e5690cdbad7/416x416.jpg?background=000000&cropX1=221&cropX2=2764&cropY1=10&cropY2=2552
Huang Rulun,Huang,huang-rulun,huang-rulun,0,real estate,Real Estate,M,China,1547574901333,3984.759,506,506,//specials-images.forbesimg.com/imageserve/5d24e1fe2ea1ddd9a7543aacb08daff5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=3&cropY2=747
Masatoshi Ito,Ito,masatoshi-ito,masatoshi-ito,-89.403,retail,Fashion & Retail,M,Japan,1547574901333,4112.413,474,474,//specials-images.forbesimg.com/imageserve/9a1adba9e6b474399573d48ba6ef713a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
Dmitry Kamenshchik,Kamenshchik,dmitry-kamenshchik,dmitry-kamenshchik,0,airport,Service,M,Russia,1547574901333,2943.577,746,746,//specials-images.forbesimg.com/imageserve/5a80a27ba7ea431690133adf/416x416.jpg?background=000000&cropX1=674&cropX2=3343&cropY1=0&cropY2=2667
Dominika & Sebastian Kulczyk,Kulczyk,dominika-sebastian-kulczyk,dominika-sebastian-kulczyk,3.768,diversified,Finance and Investments,,Poland,1547574901333,3710.51,544,544,//specials-images.forbesimg.com/imageserve/5a806eb631358e4955ad27e5/416x416.jpg?background=000000&cropX1=1071&cropX2=4110&cropY1=7&cropY2=3046
Masahiro Miki,Miki,masahiro-miki,masahiro-miki,4.757,shoes,Fashion & Retail,M,Japan,1547574901333,3613.712,574,574,//specials-images.forbesimg.com/imageserve/4b326a448b4132675e2cb6e3202fa061/416x416.jpg?background=000000&cropX1=0&cropX2=372&cropY1=2&cropY2=374
Michael Milken,Milken,michael-milken,michael-milken,14.985,investments,Finance and Investments,M,United States,1547574901333,3693.606,553,553,//specials-images.forbesimg.com/imageserve/5ba54b774bbe6f79516f6035/416x416.jpg?background=000000&cropX1=367&cropX2=2521&cropY1=292&cropY2=2448
Shigenobu Nagamori,Nagamori,shigenobu-nagamori,shigenobu-nagamori,-16.09,motors,Manufacturing,M,Japan,1547574901333,4063.968,491,491,//specials-images.forbesimg.com/imageserve/5ac24fd1a7ea432fbc1dc84d/416x416.jpg?background=000000&cropX1=326&cropX2=2652&cropY1=229&cropY2=2557
Gary Rollins,Rollins,gary-rollins,no-pic,-9.088,pest control,Service,M,United States,1547574901333,4403.503,423,423,//specials-images.forbesimg.com/imageserve/57e11eb8a7ea430a8a1a0944/416x416.jpg?background=000000&cropX1=188&cropX2=652&cropY1=114&cropY2=578
Randall Rollins,Rollins,randall-rollins,randall-rollins,-9.103,pest control,Service,M,United States,1547574901333,4273.969,445,445,//specials-images.forbesimg.com/imageserve/c71620af40d526c7e992f006ce03dc6f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=126&cropY2=870
Ricardo Salinas Pliego,Salinas Pliego,ricardo-salinas-pliego,ricardo-salinas-pliego,394.048,"retail, media",Fashion & Retail,M,Mexico,1547575201867,10949.202,123,123,//specials-images.forbesimg.com/imageserve/5a7fcf01a7ea4316901331ab/416x416.jpg?background=000000&cropX1=815&cropX2=1979&cropY1=0&cropY2=1165
